TES,zawina morocco,morocco travel restrictions,mamounia hotel marrakech,is morocco safe,marrakech morocco,agadir morocco,marrakech hotels,morocco travel requirements,morocco trips,morocco weather,places in morocco,rabat morocco,best marrakech hotels,marrakech weather,savoy le grand hotel marrakech,agadir weather,le riad marrakech,riad marrakech pas cher,riad marrakech medina,visit morocco,morocco travel from uk,best places in morocco,morocco holidays,best time to visit morocco,morocco visa,marrakech weather in march,riad marrakech,casablanca weather,tangier morocco,morocco tour,flights to morocco,fes morocco,agadir hotels,ogx argan oil of morocco,chefchaouen morocco,agadir weather may,morocco weather in march,flight to morocco,blue city morocco,morocco country,argan oil morocco,morocco visa for indians,morocco time,agadir weather february,things to do in morocco,morocco visa requirements,casablanca hotel,morocco weather february,marrakech weather february,london to morocco,cheap flights to morocco,casablanca airport,morocco language,morocco map,hotel marrakech,air morocco,riad fes morocco,tangier flights,where is morocco,riad fes maroc,morocco travel,morocco travel advice,flights uk to morocco,kings league morocco,5 star marrakech hotels,morocco,brazil vs morocco,1 week morocco itinerary,morocco earthquake 2023,earthquake in morocco,morocco vs,france morocco,morocco vs france,marrakech weather december,usa vs morocco,rayan morocco,morocco world cup,argentina vs morocco,morocco earthquake death toll,morocco vs portugal,morocco portugal,spain morocco
657350.0,0.0,0.0,41.0,40.0,61.0,48.0,42.0,7.0,49.0,29.0,60.0,73.0,55.0,63.0,32.0,38.0,45.0,0.0,44.0,53.0,0.0,62.0,33.0,64.0,57.0,17.0,50.0,54.0,55.0,62.0,53.0,64.0,36.0,45.0,57.0,0.0,15.0,51.0,70.0,13.0,72.0,39.0,20.0,10.0,66.0,56.0,49.0,18.0,15.0,35.0,26.0,70.0,14.0,23.0,61.0,33.0,37.0,50.0,18.0,30.0,64.0,11.0,28.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248642.0,63.0,0.0,68.0,84.0,69.0,56.0,66.0,0.0,70.0,36.0,66.0,75.0,39.0,73.0,34.0,55.0,59.0,58.0,58.0,64.0,8.0,57.0,37.0,49.0,66.0,26.0,58.0,61.0,79.0,81.0,65.0,79.0,63.0,46.0,72.0,16.0,24.0,69.0,80.0,29.0,78.0,46.0,21.0,22.0,63.0,60.0,45.0,29.0,25.0,43.0,76.0,78.0,23.0,25.0,70.0,46.0,55.0,82.0,100.0,30.0,58.0,13.0,30.0,0.0,43.0,17.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0
636775.0,0.0,0.0,45.0,72.0,68.0,53.0,50.0,0.0,67.0,41.0,74.0,67.0,67.0,85.0,79.0,59.0,58.0,35.0,70.0,74.0,7.0,70.0,35.0,76.0,87.0,19.0,68.0,60.0,85.0,33.0,66.0,93.0,43.0,0.0,72.0,23.0,23.0,74.0,72.0,16.0,73.0,68.0,15.0,0.0,74.0,65.0,48.0,15.0,29.0,44.0,56.0,61.0,15.0,24.0,71.0,39.0,47.0,45.0,20.0,23.0,51.0,0.0,26.0,0.0,23.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
651793.0,0.0,0.0,53.0,7.0,68.0,54.0,45.0,41.0,83.0,39.0,27.0,63.0,24.0,87.0,0.0,53.0,63.0,21.0,24.0,22.0,0.0,12.0,38.0,16.0,29.0,24.0,35.0,47.0,37.0,32.0,70.0,94.0,33.0,0.0,24.0,0.0,21.0,19.0,0.0,5.0,3.0,0.0,24.0,0.0,28.0,58.0,87.0,11.0,34.0,49.0,54.0,42.0,6.0,21.0,77.0,37.0,13.0,32.0,8.0,25.0,48.0,12.0,45.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
871449.0,0.0,80.0,43.0,11.0,35.0,33.0,51.0,39.0,25.0,24.0,31.0,38.0,18.0,35.0,0.0,25.0,37.0,26.0,44.0,15.0,100.0,19.0,27.0,0.0,26.0,5.0,52.0,37.0,35.0,36.0,62.0,39.0,37.0,0.0,13.0,0.0,11.0,19.0,0.0,4.0,8.0,0.0,29.0,8.0,24.0,35.0,78.0,12.0,11.0,45.0,43.0,43.0,7.0,11.0,55.0,32.0,37.0,33.0,9.0,12.0,45.0,34.0,26.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
372583.0,0.0,14.0,59.0,12.0,54.0,56.0,42.0,8.0,39.0,36.0,27.0,64.0,28.0,61.0,0.0,59.0,53.0,18.0,36.0,24.0,16.0,23.0,36.0,17.0,28.0,16.0,38.0,43.0,42.0,36.0,63.0,72.0,32.0,0.0,21.0,0.0,24.0,20.0,0.0,5.0,14.0,0.0,31.0,10.0,31.0,89.0,63.0,18.0,20.0,47.0,34.0,56.0,6.0,19.0,59.0,49.0,21.0,30.0,10.0,23.0,58.0,17.0,31.0,0.0,24.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
340267.0,0.0,3.0,41.0,17.0,54.0,53.0,42.0,5.0,41.0,34.0,33.0,71.0,30.0,58.0,0.0,65.0,42.0,16.0,52.0,24.0,14.0,25.0,29.0,22.0,28.0,12.0,59.0,41.0,43.0,35.0,54.0,65.0,26.0,9.0,19.0,0.0,21.0,21.0,13.0,5.0,20.0,18.0,6.0,9.0,38.0,60.0,64.0,14.0,16.0,48.0,37.0,52.0,6.0,20.0,47.0,42.0,35.0,31.0,10.0,26.0,44.0,19.0,18.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
353943.0,0.0,0.0,41.0,35.0,75.0,82.0,47.0,0.0,66.0,53.0,36.0,76.0,30.0,94.0,0.0,90.0,60.0,20.0,71.0,26.0,22.0,28.0,38.0,21.0,30.0,25.0,73.0,39.0,38.0,42.0,74.0,76.0,29.0,11.0,31.0,0.0,34.0,21.0,23.0,7.0,32.0,0.0,7.0,11.0,36.0,79.0,61.0,12.0,27.0,62.0,39.0,48.0,9.0,21.0,66.0,47.0,35.0,37.0,14.0,28.0,47.0,18.0,16.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391344.0,0.0,0.0,48.0,24.0,39.0,46.0,49.0,0.0,50.0,30.0,41.0,47.0,32.0,60.0,21.0,42.0,62.0,16.0,41.0,30.0,0.0,36.0,46.0,31.0,36.0,0.0,48.0,47.0,54.0,50.0,57.0,45.0,34.0,21.0,34.0,0.0,10.0,24.0,25.0,7.0,44.0,0.0,7.0,11.0,39.0,39.0,59.0,15.0,12.0,29.0,52.0,58.0,8.0,26.0,71.0,52.0,27.0,52.0,12.0,65.0,58.0,10.0,19.0,0.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
373381.0,0.0,0.0,55.0,28.0,43.0,50.0,42.0,0.0,26.0,30.0,47.0,58.0,37.0,57.0,32.0,35.0,47.0,13.0,39.0,35.0,0.0,39.0,38.0,35.0,36.0,19.0,47.0,44.0,53.0,55.0,48.0,44.0,27.0,34.0,53.0,0.0,16.0,30.0,49.0,6.0,51.0,0.0,8.0,20.0,43.0,33.0,56.0,27.0,18.0,37.0,39.0,67.0,8.0,23.0,57.0,43.0,32.0,49.0,11.0,0.0,55.0,8.0,12.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
346872.0,0.0,0.0,47.0,38.0,42.0,47.0,52.0,7.0,35.0,28.0,62.0,58.0,52.0,56.0,48.0,41.0,46.0,12.0,56.0,43.0,0.0,54.0,34.0,44.0,44.0,10.0,52.0,52.0,58.0,63.0,45.0,51.0,33.0,29.0,74.0,16.0,16.0,37.0,60.0,8.0,61.0,0.0,9.0,20.0,62.0,50.0,59.0,26.0,22.0,30.0,40.0,64.0,9.0,18.0,49.0,43.0,43.0,61.0,12.0,27.0,55.0,27.0,21.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386305.0,0.0,0.0,57.0,30.0,51.0,50.0,37.0,0.0,45.0,30.0,70.0,62.0,59.0,64.0,35.0,43.0,46.0,9.0,40.0,50.0,0.0,64.0,33.0,52.0,48.0,14.0,41.0,70.0,64.0,93.0,41.0,63.0,30.0,49.0,83.0,0.0,16.0,42.0,83.0,9.0,60.0,22.0,10.0,17.0,64.0,49.0,51.0,30.0,24.0,32.0,24.0,75.0,10.0,23.0,61.0,39.0,27.0,78.0,12.0,39.0,99.0,12.0,19.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469137.0,0.0,0.0,41.0,36.0,53.0,51.0,43.0,0.0,41.0,31.0,71.0,73.0,65.0,73.0,40.0,51.0,43.0,9.0,29.0,52.0,0.0,69.0,31.0,58.0,50.0,11.0,39.0,67.0,61.0,39.0,39.0,60.0,27.0,45.0,74.0,17.0,13.0,45.0,80.0,9.0,67.0,23.0,13.0,6.0,71.0,54.0,55.0,16.0,22.0,29.0,27.0,35.0,10.0,23.0,57.0,33.0,27.0,39.0,15.0,16.0,61.0,21.0,21.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
557185.0,0.0,0.0,37.0,28.0,47.0,42.0,29.0,0.0,42.0,26.0,39.0,69.0,32.0,57.0,19.0,39.0,34.0,5.0,40.0,33.0,0.0,31.0,27.0,26.0,30.0,10.0,42.0,32.0,37.0,63.0,41.0,56.0,22.0,49.0,25.0,0.0,8.0,36.0,41.0,10.0,68.0,15.0,16.0,18.0,36.0,57.0,41.0,27.0,17.0,33.0,20.0,59.0,9.0,27.0,49.0,34.0,22.0,56.0,13.0,35.0,60.0,32.0,78.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
518103.0,0.0,0.0,47.0,44.0,70.0,41.0,46.0,0.0,52.0,30.0,68.0,68.0,62.0,70.0,36.0,42.0,44.0,8.0,52.0,59.0,0.0,64.0,29.0,63.0,56.0,16.0,52.0,65.0,58.0,64.0,56.0,64.0,32.0,35.0,59.0,13.0,19.0,52.0,72.0,14.0,73.0,42.0,19.0,16.0,67.0,60.0,49.0,23.0,25.0,38.0,29.0,65.0,15.0,22.0,62.0,34.0,43.0,45.0,17.0,20.0,79.0,0.0,30.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
178544.0,60.0,0.0,77.0,78.0,67.0,53.0,64.0,0.0,71.0,32.0,58.0,68.0,47.0,68.0,41.0,54.0,56.0,55.0,51.0,52.0,0.0,53.0,32.0,48.0,59.0,30.0,52.0,87.0,61.0,85.0,62.0,75.0,55.0,41.0,59.0,0.0,26.0,54.0,58.0,17.0,70.0,42.0,18.0,24.0,56.0,62.0,44.0,34.0,36.0,42.0,59.0,74.0,17.0,26.0,68.0,39.0,46.0,81.0,19.0,28.0,54.0,12.0,21.0,1.0,27.0,7.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
494013.0,0.0,0.0,40.0,87.0,69.0,52.0,48.0,0.0,59.0,36.0,78.0,71.0,67.0,79.0,70.0,60.0,59.0,34.0,69.0,80.0,0.0,76.0,32.0,79.0,83.0,21.0,62.0,94.0,86.0,37.0,63.0,83.0,34.0,0.0,68.0,21.0,25.0,72.0,91.0,16.0,70.0,75.0,14.0,0.0,76.0,49.0,47.0,16.0,37.0,45.0,52.0,50.0,16.0,23.0,64.0,36.0,42.0,37.0,24.0,19.0,50.0,10.0,30.0,0.0,26.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
526626.0,0.0,0.0,47.0,5.0,70.0,54.0,43.0,28.0,75.0,40.0,26.0,66.0,28.0,90.0,0.0,57.0,65.0,24.0,23.0,20.0,5.0,21.0,35.0,21.0,27.0,31.0,29.0,47.0,31.0,27.0,73.0,79.0,33.0,0.0,13.0,0.0,34.0,18.0,0.0,5.0,5.0,0.0,31.0,17.0,29.0,63.0,76.0,18.0,37.0,46.0,51.0,37.0,6.0,21.0,72.0,39.0,0.0,24.0,8.0,20.0,42.0,8.0,36.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
720467.0,0.0,79.0,43.0,10.0,28.0,28.0,44.0,22.0,32.0,19.0,26.0,39.0,18.0,25.0,0.0,22.0,31.0,26.0,42.0,22.0,62.0,23.0,19.0,13.0,26.0,11.0,46.0,39.0,33.0,29.0,52.0,34.0,33.0,0.0,18.0,0.0,14.0,18.0,0.0,4.0,7.0,0.0,28.0,9.0,24.0,45.0,69.0,19.0,14.0,32.0,41.0,45.0,5.0,11.0,40.0,36.0,23.0,32.0,7.0,14.0,46.0,26.0,25.0,0.0,20.0,4.0,3.0,0.0,0.0,0.0,10.0,1.0,1.0,48.0,27.0,0.0,17.0,4.0,0.0,1.0,1.0,5.0
391648.0,0.0,7.0,45.0,12.0,58.0,53.0,43.0,6.0,51.0,38.0,28.0,65.0,15.0,59.0,0.0,57.0,50.0,16.0,41.0,21.0,17.0,20.0,34.0,15.0,26.0,22.0,42.0,49.0,37.0,35.0,62.0,64.0,28.0,0.0,16.0,0.0,28.0,19.0,8.0,5.0,14.0,0.0,32.0,13.0,27.0,81.0,69.0,20.0,25.0,50.0,34.0,49.0,5.0,24.0,56.0,47.0,23.0,31.0,10.0,13.0,48.0,52.0,33.0,0.0,31.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
389041.0,0.0,0.0,39.0,10.0,58.0,53.0,31.0,8.0,40.0,34.0,34.0,65.0,26.0,65.0,0.0,62.0,44.0,9.0,54.0,27.0,15.0,26.0,29.0,27.0,29.0,16.0,54.0,45.0,44.0,36.0,56.0,58.0,21.0,11.0,22.0,0.0,29.0,18.0,0.0,6.0,22.0,20.0,6.0,8.0,32.0,73.0,64.0,20.0,29.0,48.0,34.0,47.0,6.0,18.0,48.0,44.0,30.0,22.0,11.0,24.0,54.0,17.0,17.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
398075.0,0.0,0.0,47.0,23.0,78.0,84.0,44.0,0.0,71.0,47.0,35.0,79.0,29.0,89.0,0.0,100.0,65.0,22.0,66.0,25.0,18.0,23.0,36.0,22.0,30.0,26.0,65.0,55.0,39.0,31.0,73.0,73.0,29.0,11.0,26.0,0.0,35.0,21.0,16.0,6.0,41.0,0.0,5.0,11.0,39.0,87.0,57.0,14.0,43.0,62.0,42.0,44.0,8.0,22.0,61.0,51.0,0.0,24.0,14.0,23.0,42.0,16.0,22.0,0.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456865.0,0.0,0.0,57.0,60.0,41.0,49.0,43.0,0.0,42.0,35.0,36.0,51.0,30.0,55.0,13.0,48.0,53.0,14.0,35.0,31.0,0.0,35.0,40.0,27.0,31.0,17.0,46.0,37.0,56.0,44.0,53.0,47.0,27.0,21.0,36.0,0.0,22.0,22.0,36.0,7.0,46.0,0.0,7.0,17.0,47.0,46.0,50.0,23.0,18.0,33.0,44.0,50.0,7.0,25.0,75.0,55.0,24.0,48.0,13.0,77.0,54.0,10.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
424087.0,0.0,0.0,48.0,24.0,40.0,44.0,41.0,0.0,39.0,24.0,51.0,49.0,30.0,45.0,26.0,32.0,46.0,11.0,36.0,35.0,0.0,41.0,32.0,29.0,38.0,14.0,44.0,51.0,48.0,54.0,41.0,45.0,27.0,30.0,52.0,0.0,18.0,30.0,51.0,7.0,52.0,0.0,8.0,26.0,46.0,45.0,50.0,29.0,19.0,30.0,41.0,60.0,8.0,23.0,54.0,48.0,26.0,46.0,11.0,46.0,53.0,10.0,16.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402610.0,0.0,0.0,50.0,36.0,45.0,51.0,49.0,7.0,37.0,27.0,57.0,56.0,47.0,50.0,42.0,39.0,53.0,14.0,43.0,36.0,0.0,50.0,38.0,41.0,41.0,19.0,48.0,51.0,56.0,58.0,47.0,51.0,32.0,29.0,81.0,19.0,28.0,36.0,71.0,9.0,60.0,0.0,9.0,19.0,64.0,46.0,56.0,34.0,28.0,34.0,37.0,59.0,10.0,19.0,56.0,39.0,34.0,51.0,13.0,32.0,55.0,15.0,18.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
460774.0,0.0,0.0,31.0,33.0,52.0,54.0,34.0,6.0,42.0,29.0,62.0,62.0,53.0,59.0,28.0,44.0,49.0,7.0,52.0,47.0,0.0,54.0,35.0,49.0,47.0,18.0,41.0,69.0,55.0,80.0,43.0,67.0,23.0,48.0,78.0,16.0,19.0,39.0,90.0,9.0,60.0,25.0,10.0,21.0,70.0,57.0,50.0,39.0,35.0,31.0,16.0,71.0,10.0,21.0,72.0,36.0,36.0,84.0,12.0,39.0,83.0,7.0,15.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
530583.0,0.0,0.0,41.0,32.0,51.0,43.0,41.0,0.0,36.0,27.0,68.0,68.0,50.0,62.0,36.0,39.0,44.0,7.0,27.0,50.0,8.0,62.0,28.0,59.0,52.0,17.0,33.0,75.0,56.0,39.0,37.0,57.0,28.0,43.0,81.0,15.0,21.0,43.0,84.0,9.0,71.0,31.0,12.0,12.0,67.0,41.0,56.0,19.0,28.0,31.0,29.0,40.0,10.0,20.0,61.0,34.0,28.0,33.0,14.0,34.0,55.0,11.0,19.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
570653.0,0.0,3.0,47.0,26.0,44.0,40.0,30.0,0.0,32.0,23.0,33.0,66.0,33.0,47.0,14.0,34.0,33.0,9.0,34.0,31.0,0.0,28.0,25.0,32.0,27.0,20.0,37.0,46.0,28.0,66.0,42.0,56.0,22.0,46.0,25.0,0.0,19.0,35.0,38.0,10.0,65.0,17.0,15.0,26.0,30.0,42.0,41.0,36.0,24.0,32.0,22.0,54.0,10.0,22.0,56.0,35.0,36.0,53.0,12.0,20.0,49.0,16.0,54.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
574847.0,0.0,0.0,50.0,44.0,55.0,40.0,43.0,5.0,50.0,28.0,58.0,65.0,56.0,58.0,40.0,39.0,39.0,7.0,42.0,62.0,0.0,53.0,32.0,65.0,60.0,30.0,44.0,67.0,53.0,52.0,51.0,66.0,36.0,41.0,58.0,22.0,23.0,57.0,66.0,22.0,69.0,39.0,17.0,27.0,67.0,62.0,43.0,36.0,28.0,35.0,27.0,58.0,22.0,21.0,54.0,37.0,38.0,49.0,25.0,25.0,65.0,0.0,30.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3718.0,74.0,0.0,79.0,64.0,64.0,57.0,59.0,4.0,71.0,33.0,60.0,70.0,48.0,67.0,33.0,52.0,52.0,61.0,46.0,61.0,0.0,53.0,34.0,56.0,67.0,30.0,47.0,76.0,56.0,79.0,57.0,74.0,56.0,52.0,52.0,20.0,31.0,55.0,72.0,17.0,79.0,46.0,18.0,41.0,52.0,67.0,44.0,49.0,43.0,43.0,57.0,70.0,16.0,25.0,62.0,39.0,39.0,67.0,19.0,24.0,50.0,0.0,21.0,0.0,21.0,7.0,0.0,100.0,4.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
594992.0,0.0,0.0,37.0,76.0,66.0,49.0,44.0,5.0,64.0,33.0,76.0,63.0,63.0,65.0,75.0,48.0,54.0,45.0,59.0,77.0,11.0,69.0,34.0,75.0,86.0,26.0,58.0,85.0,75.0,29.0,58.0,73.0,37.0,0.0,68.0,27.0,30.0,76.0,72.0,16.0,74.0,90.0,14.0,18.0,75.0,49.0,43.0,22.0,42.0,42.0,42.0,66.0,18.0,25.0,69.0,37.0,50.0,33.0,25.0,15.0,45.0,0.0,32.0,0.0,24.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
636217.0,0.0,0.0,47.0,6.0,65.0,50.0,41.0,17.0,72.0,35.0,23.0,66.0,21.0,75.0,0.0,51.0,62.0,30.0,7.0,19.0,0.0,18.0,35.0,21.0,24.0,29.0,16.0,67.0,35.0,30.0,73.0,78.0,36.0,0.0,23.0,0.0,37.0,19.0,0.0,5.0,4.0,0.0,100.0,15.0,18.0,59.0,67.0,18.0,48.0,45.0,45.0,38.0,6.0,20.0,75.0,42.0,0.0,33.0,7.0,16.0,42.0,6.0,23.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0
784192.0,0.0,66.0,44.0,10.0,14.0,15.0,46.0,26.0,24.0,11.0,23.0,29.0,15.0,13.0,0.0,11.0,16.0,28.0,42.0,17.0,27.0,12.0,11.0,10.0,24.0,6.0,43.0,42.0,32.0,37.0,32.0,22.0,37.0,0.0,12.0,0.0,9.0,16.0,0.0,4.0,9.0,0.0,27.0,21.0,23.0,23.0,62.0,25.0,9.0,18.0,43.0,43.0,5.0,9.0,28.0,27.0,28.0,28.0,7.0,0.0,49.0,14.0,18.0,0.0,12.0,5.0,24.0,0.0,0.0,0.0,100.0,100.0,100.0,24.0,33.0,0.0,100.0,100.0,0.0,100.0,1.0,100.0
